"Table A4.  Foreign Holdings of U.S. Short-Term Debt Securities, by Country, as of End-June"
""
"Billions of dollars"
"","June","June","June","June","June","June","June","June"
"Kosovo",0,0,"*",0,0,0,0,"*"
"Kuwait",9,13,11,21,23,25,27,24
"Kyrgyzstan",0,0,0,0,"*","*",0,0
"Latvia","*","*","*","*","*","*","*","*"
"Lebanon",0,0,0,0,"*","*","*","*"
"Lesotho",0,0,0,"*","*","*","*","*"
"Liberia","*","*","*","*","*","*","*","*"
"Libya",0,0,0,0,3,5,"*",0
"Liechtenstein",0,"*",0,"*","*","*","*","*"
"Lithuania",0,"*","*","*","*","*","*","*"
"Luxembourg",80,98,94,95,103,89,130,146
"Macau","*","*","*","*",1,"*","*","*"
"Macedonia",0,0,0,0,0,0,"*","*"
"Madagascar",0,0,0,0,0,"*","*",0
"Malaysia","*","*","*","*","*","*","*","*"
"Malta","*","*","*","*","*","*","*","*"
"Marshall Islands","*","*","*","*","*","*","*","*"
"Mauritania",0,0,0,0,"*",0,"*",0
"Mauritius","*","*","*",1,"*","*",1,1
"Mexico",25,15,18,6,9,9,14,14
"Moldova",0,0,0,0,0,0,"*",0
"Monaco","*","*","*","*","*","*","*","*"
"Mongolia",0,0,0,0,"*","*",0,"*"
"Montenegro",0,0,0,0,"*",0,0,0
"Montserrat",0,0,0,0,0,0,"*","*"
"Morocco","*",0,"*",0,0,"*","*","*"
"Mozambique","*","*",0,0,0,"*","*",0
"Namibia",0,0,0,0,0,"*","*",0
"Nepal","*","*","*","*","*","*","*","*"
"Netherlands",9,9,10,15,9,3,3,2
"New Caledonia","*","*",0,0,0,0,0,0
"New Zealand","*",1,1,"*","*",1,3,2
"Nicaragua","*","*","*","*","*","*","*","*"
"Nigeria","*","*","*","*","*","*","*","*"
"Norway",2,1,1,1,1,1,1,1
"Oman",4,8,"*",0,"*","*","*","*"
"Pakistan","*","*",1,2,2,"*","*",1
"Palau",0,0,0,"*","*","*",0,0
"Panama","*","*",1,1,2,3,3,4
"Papua New Guinea",0,0,0,0,"*","*","*","*"
"Paraguay","*","*","*","*","*","*","*","*"
"Peru","*",1,1,1,1,1,1,1
"Philippines",1,1,1,1,1,4,3,2
"Poland",0,"*","*","*","*",4,10,12
"Portugal","*","*","*","*","*","*",1,"*"
"Qatar",5,5,5,3,5,18,20,5
"Romania",0,0,0,0,"*","*",2,2
"Russia","*","*","*",6,6,6,3,4
"Rwanda",0,0,0,0,0,0,0,"*"
"Saint Kitts and Nevis","*","*","*","*","*",1,"*","*"
"Saint Lucia","*","*",0,0,"*","*","*","*"
"Saint Martin & Saint Barthelemy",0,0,"*","*","*",0,"*",0
"Saint Vincent and the Grenadines",0,0,"*",0,0,"*","*","*"
"Samoa",0,"*","*","*","*",0,0,"*"
"Saudi Arabia",8,5,5,42,54,46,36,24
"Serbia",1,1,"*","*","*","*","*","*"
"Seychelles",0,0,"*",0,"*","*","*","*"
"Sierra Leone",0,0,0,0,"*","*","*","*"
"Singapore",10,12,14,16,10,12,21,11
"Sint Maarten","*",0,"*","*","*","*","*","*"
"Slovakia","*","*","*","*","*","*","*","*"
"Slovenia","*","*","*","*","*","*","*","*"
"Solomon Islands",0,0,0,0,0,"*",0,0
"South Africa","*","*","*","*",9,4,4,8
"Spain",2,1,1,1,2,2,3,2
"Sri Lanka",0,0,0,0,0,"*","*",0
"Sudan",0,0,0,0,0,"*","*",0
"Suriname","*","*","*","*","*","*","*","*"
"Swaziland","*",0,0,0,0,0,0,"*"
"Sweden",5,6,2,"*","*",1,1,1
"Switzerland",24,27,32,34,30,41,35,33
"Taiwan",1,2,3,4,2,4,6,6
"Tanzania",0,0,0,0,0,0,"*","*"
"Thailand",28,19,28,12,16,16,12,4
"Tonga",0,0,0,"*",0,0,0,0
"Trinidad and Tobago",1,1,"*","*",1,1,1,1
"Tunisia",0,0,0,0,0,0,"*",0
"Turkey",28,57,34,36,16,"*",1,1
"Turks and Caicos Islands","*","*","*","*","*","*","*","*"
"Uganda","*","*","*",1,"*",1,1,"*"
"Ukraine",0,0,"*","*","*","*","*","*"
"United Arab Emirates",11,13,11,9,10,13,11,27
"United Kingdom",37,42,40,41,45,58,78,74
"Uruguay",1,1,1,1,2,3,6,9
"Vanuatu",0,"*","*","*","*","*","*","*"
"Venezuela","*","*","*","*","*","*","*","*"
"Vietnam","*","*","*","*","*","*","*","*"
"Zambia",0,"*",0,0,0,0,0,0
"International and regional organizatio",8,9,14,15,20,17,29,21
"Country Unknown","*",0,0,0,"*","*","*","*"
"Total",878,932,909,930,980,913,1228,1077
""
""
"* Greater than zero but less than $500,000."
"n.a. Not available."
""
""
""
""
