component,country,year,value_usd_bn,holder_sector,bias_direction,lower_bound_eligible,source
BIS_LBS_USD_XB_LIABILITIES_LOANSDEP,China,2017,335.183,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"BIS LBS WS_LBS_D_PUB series Q.S.L.G.USD.A.5J.A.5A.A.CN.N (USD cross-border loan-and-deposit liabilities of all reporting banks to all sectors resident in China, Q4, USD mn scaled to bn), https://stats.bis.org/api/v2/data/dataflow/BIS/WS_LBS_D_PUB/1.0/ raw bis_lbs_L_loansdep_USD_CN_A.csv, fetched 2026-07-02"
BIS_LBS_USD_XB_LIABILITIES_LOANSDEP,China,2018,410.122,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"BIS LBS WS_LBS_D_PUB series Q.S.L.G.USD.A.5J.A.5A.A.CN.N (USD cross-border loan-and-deposit liabilities of all reporting banks to all sectors resident in China, Q4, USD mn scaled to bn), https://stats.bis.org/api/v2/data/dataflow/BIS/WS_LBS_D_PUB/1.0/ raw bis_lbs_L_loansdep_USD_CN_A.csv, fetched 2026-07-02"
BIS_LBS_USD_XB_LIABILITIES_LOANSDEP,China,2019,440.247,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"BIS LBS WS_LBS_D_PUB series Q.S.L.G.USD.A.5J.A.5A.A.CN.N (USD cross-border loan-and-deposit liabilities of all reporting banks to all sectors resident in China, Q4, USD mn scaled to bn), https://stats.bis.org/api/v2/data/dataflow/BIS/WS_LBS_D_PUB/1.0/ raw bis_lbs_L_loansdep_USD_CN_A.csv, fetched 2026-07-02"
BIS_LBS_USD_XB_LIABILITIES_LOANSDEP,China,2020,562.464,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"BIS LBS WS_LBS_D_PUB series Q.S.L.G.USD.A.5J.A.5A.A.CN.N (USD cross-border loan-and-deposit liabilities of all reporting banks to all sectors resident in China, Q4, USD mn scaled to bn), https://stats.bis.org/api/v2/data/dataflow/BIS/WS_LBS_D_PUB/1.0/ raw bis_lbs_L_loansdep_USD_CN_A.csv, fetched 2026-07-02"
BIS_LBS_USD_XB_LIABILITIES_LOANSDEP,China,2021,614.341,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"BIS LBS WS_LBS_D_PUB series Q.S.L.G.USD.A.5J.A.5A.A.CN.N (USD cross-border loan-and-deposit liabilities of all reporting banks to all sectors resident in China, Q4, USD mn scaled to bn), https://stats.bis.org/api/v2/data/dataflow/BIS/WS_LBS_D_PUB/1.0/ raw bis_lbs_L_loansdep_USD_CN_A.csv, fetched 2026-07-02"
BIS_LBS_USD_XB_LIABILITIES_LOANSDEP,China,2022,501.312,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"BIS LBS WS_LBS_D_PUB series Q.S.L.G.USD.A.5J.A.5A.A.CN.N (USD cross-border loan-and-deposit liabilities of all reporting banks to all sectors resident in China, Q4, USD mn scaled to bn), https://stats.bis.org/api/v2/data/dataflow/BIS/WS_LBS_D_PUB/1.0/ raw bis_lbs_L_loansdep_USD_CN_A.csv, fetched 2026-07-02"
BIS_LBS_USD_XB_LIABILITIES_LOANSDEP,China,2023,479.586,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"BIS LBS WS_LBS_D_PUB series Q.S.L.G.USD.A.5J.A.5A.A.CN.N (USD cross-border loan-and-deposit liabilities of all reporting banks to all sectors resident in China, Q4, USD mn scaled to bn), https://stats.bis.org/api/v2/data/dataflow/BIS/WS_LBS_D_PUB/1.0/ raw bis_lbs_L_loansdep_USD_CN_A.csv, fetched 2026-07-02"
BIS_LBS_USD_XB_LIABILITIES_LOANSDEP,China,2024,483.3,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"BIS LBS WS_LBS_D_PUB series Q.S.L.G.USD.A.5J.A.5A.A.CN.N (USD cross-border loan-and-deposit liabilities of all reporting banks to all sectors resident in China, Q4, USD mn scaled to bn), https://stats.bis.org/api/v2/data/dataflow/BIS/WS_LBS_D_PUB/1.0/ raw bis_lbs_L_loansdep_USD_CN_A.csv, fetched 2026-07-02"
BIS_LBS_USD_XB_LIABILITIES_LOANSDEP,China,2025,617.273,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"BIS LBS WS_LBS_D_PUB series Q.S.L.G.USD.A.5J.A.5A.A.CN.N (USD cross-border loan-and-deposit liabilities of all reporting banks to all sectors resident in China, Q4, USD mn scaled to bn), https://stats.bis.org/api/v2/data/dataflow/BIS/WS_LBS_D_PUB/1.0/ raw bis_lbs_L_loansdep_USD_CN_A.csv, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_SECURITIES,ALL,2015,5391.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Official row, all countries, LT securities End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_SECURITIES,ALL,2016,5201.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Official row, all countries, LT securities End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_SECURITIES,ALL,2017,5212.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Official row, all countries, LT securities End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_SECURITIES,ALL,2018,5428.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Official row, all countries, LT securities End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_SECURITIES,ALL,2019,5796.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Official row, all countries, LT securities End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_SECURITIES,ALL,2020,5895.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Official row, all countries, LT securities End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_SECURITIES,ALL,2021,6197.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Official row, all countries, LT securities End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_SECURITIES,ALL,2022,5699.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Official row, all countries, LT securities End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_SECURITIES,ALL,2023,5923.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Official row, all countries, LT securities End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_SECURITIES,ALL,2024,6324.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Official row, all countries, LT securities End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_SECURITIES,ALL,2025,6502.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Official row, all countries, LT securities End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_TREASURIES,ALL,2015,3806.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Treasury-debt Official row, all countries, End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_TREASURIES,ALL,2016,3761.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Treasury-debt Official row, all countries, End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_TREASURIES,ALL,2017,3663.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Treasury-debt Official row, all countries, End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_TREASURIES,ALL,2018,3651.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Treasury-debt Official row, all countries, End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_TREASURIES,ALL,2019,3852.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Treasury-debt Official row, all countries, End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_TREASURIES,ALL,2020,3763.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Treasury-debt Official row, all countries, End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_TREASURIES,ALL,2021,3940.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Treasury-debt Official row, all countries, End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_TREASURIES,ALL,2022,3607.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Treasury-debt Official row, all countries, End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_TREASURIES,ALL,2023,3544.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Treasury-debt Official row, all countries, End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_TREASURIES,ALL,2024,3557.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Treasury-debt Official row, all countries, End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_AGG_OFFICIAL_LT_TREASURIES,ALL,2025,3500.0,OFFICIAL,UNDERSTATES_OFFICIAL,false,"TIC SHL 2025 report Exhibit 7 Treasury-debt Official row, all countries, End-June (billions), https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2025r.pdf p.19, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Belgium,2015,602.121,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 (June 2015), shl2015r-appx/shl_app01_2015.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2015r-appx.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Belgium,2016,589.298,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 (June 2016), shla2016r-appx/shl_app01_2016.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2016r-appx.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Belgium,2017,690.855,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 (June 2017), shla2017r-appx/shl_app01_2017.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2017r-appx.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Belgium,2018,738.768,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 (June 2018), shla2018r_appx/shl_app01_2018.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2018r_appx.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Belgium,2019,780.17,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 (June 2019), shl2019r_appx/shl_app01_2019.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2019r_appx.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Belgium,2020,852.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 multi-year End-June (billions), shl_app01_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Belgium,2021,925.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 multi-year End-June (billions), shl_app01_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Belgium,2022,873.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 multi-year End-June (billions), shl_app01_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Belgium,2023,980.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 multi-year End-June (billions), shl_app01_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Belgium,2024,1025.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 multi-year End-June (billions), shl_app01_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Belgium,2025,1181.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 multi-year End-June (billions), shl_app01_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,China,2015,1844.02,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 (June 2015), shl2015r-appx/shl_app01_2015.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2015r-appx.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,China,2016,1629.572,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 (June 2016), shla2016r-appx/shl_app01_2016.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2016r-appx.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,China,2017,1540.549,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 (June 2017), shla2017r-appx/shl_app01_2017.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2017r-appx.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,China,2018,1606.779,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 (June 2018), shla2018r_appx/shl_app01_2018.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2018r_appx.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,China,2019,1543.397,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 (June 2019), shl2019r_appx/shl_app01_2019.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2019r_appx.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,China,2020,1569.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 multi-year End-June (billions), shl_app01_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,China,2021,1575.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 multi-year End-June (billions), shl_app01_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,China,2022,1473.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 multi-year End-June (billions), shl_app01_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,China,2023,1432.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 multi-year End-June (billions), shl_app01_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,China,2024,1401.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 multi-year End-June (billions), shl_app01_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,China,2025,1279.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 multi-year End-June (billions), shl_app01_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Luxembourg,2015,1296.563,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 (June 2015), shl2015r-appx/shl_app01_2015.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2015r-appx.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Luxembourg,2016,1348.523,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 (June 2016), shla2016r-appx/shl_app01_2016.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2016r-appx.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Luxembourg,2017,1397.779,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 (June 2017), shla2017r-appx/shl_app01_2017.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2017r-appx.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Luxembourg,2018,1493.73,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 (June 2018), shla2018r_appx/shl_app01_2018.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shla2018r_appx.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Luxembourg,2019,1623.075,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 (June 2019), shl2019r_appx/shl_app01_2019.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl2019r_appx.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Luxembourg,2020,1777.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 multi-year End-June (billions), shl_app01_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Luxembourg,2021,2301.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 multi-year End-June (billions), shl_app01_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Luxembourg,2022,1972.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 multi-year End-June (billions), shl_app01_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Luxembourg,2023,2094.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 multi-year End-June (billions), shl_app01_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
SHL_TOTAL_US_SECURITIES,Luxembourg,2024,2329.0,TOTAL_RESIDENT,OVERSTATES_OFFICIAL,false,"TIC SHL Table A1 multi-year End-June (billions), shl_app01_2025.csv in https://www.treasury.gov/resource-center/data-chart-center/tic/Documents/shl_appendix_2025.zip, fetched 2026-07-02"
